huc,crop,pesticide,days_fish,days_invertebrate_water,days_plant_nonvascular,days_plant_vascular,days_invertebrate_sed,days_any_species
McDonald Island-Hayes Slough,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
McDonald Island-Hayes Slough,"Misc. grain, hay, and forage",CHLORPYRIFOS,0,377,0,0,382,382
McDonald Island-Hayes Slough,Potatoes,CHLORANTRANILIPROLE,0,0,0,0,0,0
McDonald Island-Hayes Slough,Sunflowers,CHLORANTRANILIPROLE,0,0,0,0,0,0
McDonald Island-Hayes Slough,Sunflowers,CHLORPYRIFOS,0,0,0,0,166,166
McDonald Island-Hayes Slough,Tomatoes,CHLORANTRANILIPROLE,0,0,0,0,0,0
McDonald Island-Hayes Slough,Wheat,CHLORPYRIFOS,0,0,0,0,124,124
McLeod Lake-Mormon Slough,Almonds,PENDIMETHALIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Apples,BETA-CYFLUTHRIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Apples,CHLORANTRANILIPROLE,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Apples,CHLORPYRIFOS,0,0,0,0,48,48
McLeod Lake-Mormon Slough,Apples,PENDIMETHALIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Apples,SIMAZINE,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Apples,THIAMETHOXAM,0,0,0,0,0,0
McLeod Lake-Mormon Slough,"Corn, sorghum, and sudan",CHLORANTRANILIPROLE,0,0,0,0,0,0
McLeod Lake-Mormon Slough,"Corn, sorghum, and sudan",PENDIMETHALIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,"Corn, sorghum, and sudan",THIAMETHOXAM,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Fallow,BETA-CYFLUTHRIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Fallow,PENDIMETHALIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,"Melons, squash, and cucumbers",BETA-CYFLUTHRIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,"Melons, squash, and cucumbers",CHLORANTRANILIPROLE,0,0,0,0,0,0
McLeod Lake-Mormon Slough,"Melons, squash, and cucumbers",CHLORPYRIFOS,0,0,0,0,0,0
McLeod Lake-Mormon Slough,"Melons, squash, and cucumbers",PENDIMETHALIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Misc. deciduous,PENDIMETHALIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Misc. truck crops,METRIBUZIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Misc. truck crops,PENDIMETHALIN,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Misc. truck crops,THIAMETHOXAM,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Peaches and nectarines,SIMAZINE,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Walnuts,CHLORANTRANILIPROLE,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Wheat,CHLORANTRANILIPROLE,0,0,0,0,0,0
McLeod Lake-Mormon Slough,Wheat,PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Cherries,CHLORANTRANILIPROLE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Cherries,CHLORPYRIFOS,0,155,0,0,241,241
Metcalfe Canyon-Coyote Creek,Cherries,DIMETHOATE,0,0,0,0,62,62
Metcalfe Canyon-Coyote Creek,Cherries,PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Fallow,DIMETHOATE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,"Flowers, nursery, and Christmas trees",CHLORANTRANILIPROLE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,"Flowers, nursery, and Christmas trees",CHLORPYRIFOS,0,285,0,0,342,342
Metcalfe Canyon-Coyote Creek,"Flowers, nursery, and Christmas trees",PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Greenhouse,CHLORANTRANILIPROLE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Greenhouse,PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Lettuce or leafy greens,CHLORANTRANILIPROLE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Lettuce or leafy greens,PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Misc. agriculture,CHLORANTRANILIPROLE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Misc. agriculture,DIMETHOATE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Misc. agriculture,PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Misc. citrus and subtropical fruit,DIMETHOATE,0,0,0,0,2,2
Metcalfe Canyon-Coyote Creek,Misc. citrus and subtropical fruit,PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Misc. deciduous,CHLORANTRANILIPROLE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Misc. deciduous,PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Onions and garlic,PENDIMETHALIN,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,"Plums, prunes, or apricots",CHLORANTRANILIPROLE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,"Plums, prunes, or apricots",CHLORPYRIFOS,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Walnuts,CHLORANTRANILIPROLE,0,0,0,0,63,63
Metcalfe Canyon-Coyote Creek,Walnuts,CHLORPYRIFOS,0,344,0,0,353,353
Metcalfe Canyon-Coyote Creek,Walnuts,DIMETHOATE,0,0,0,0,0,0
Metcalfe Canyon-Coyote Creek,Walnuts,PENDIMETHALIN,0,0,0,0,0,0
Middle Laguna,"Corn, sorghum, and sudan",CHLOROTHALONIL,4,0,4,0,0,4
Middle Laguna,"Corn, sorghum, and sudan",PENDIMETHALIN,0,0,0,0,0,0
Middle Laguna,Misc. agriculture,DIMETHOATE,0,0,0,0,0,0
Middle Laguna,Misc. citrus and subtropical fruit,CHLORPYRIFOS,0,282,0,0,317,317
Middle Laguna,Misc. citrus and subtropical fruit,DIMETHOATE,0,0,0,0,8,8
Middle Laguna,Misc. citrus and subtropical fruit,PENDIMETHALIN,0,0,0,0,0,0
Middle Lone Tree Creek,Almonds,CHLORPYRIFOS,0,339,0,0,339,339
Middle Lone Tree Creek,Apples,CHLORPYRIFOS,0,227,0,0,253,253
Middle Lone Tree Creek,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,431,0,0,431,431
Middle Lone Tree Creek,"Flowers, nursery, and Christmas trees",CHLORPYRIFOS,0,342,0,0,345,345
Middle Lone Tree Creek,"Melons, squash, and cucumbers",CHLORPYRIFOS,0,0,0,0,39,39
Middle Lone Tree Creek,Misc. agriculture,CHLORPYRIFOS,0,125,0,0,196,196
Middle Lone Tree Creek,"Misc. grain, hay, and forage",CHLORPYRIFOS,0,372,0,0,435,435
Middle Lone Tree Creek,Misc. truck crops,CHLORPYRIFOS,0,0,0,0,52,52
Middle Lone Tree Creek,Olives,CHLORPYRIFOS,0,0,0,0,0,0
Middle Lone Tree Creek,"Plums, prunes, or apricots",CHLORPYRIFOS,0,209,0,0,209,209
Middle Lone Tree Creek,Pomegranates,CHLORPYRIFOS,0,245,0,0,245,245
Middle Napa River,Grapes,CHLORPYRIFOS,0,327,0,0,327,327
Middle Napa River,"Misc. grain, hay, and forage",CHLORPYRIFOS,0,103,0,0,260,260
Middle River-San Joaquin River,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,0,0,0,349,349
Middle River-San Joaquin River,"Corn, sorghum, and sudan",DIMETHOATE,0,0,0,0,35,35
Middle River-San Joaquin River,"Misc. grain, hay, and forage",CHLORPYRIFOS,0,3,0,0,203,203
Middle River-San Joaquin River,"Misc. grain, hay, and forage",DIMETHOATE,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,Grapes,BIFENTHRIN,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,Grapes,CHLORANTRANILIPROLE,0,8,0,0,124,124
Miller Creek-Frontal San Pablo Bay Estuaries,Grapes,CHLOROTHALONIL,6,0,9,0,0,9
Miller Creek-Frontal San Pablo Bay Estuaries,Grapes,CHLORPYRIFOS,0,197,0,0,293,293
Miller Creek-Frontal San Pablo Bay Estuaries,Grapes,PENDIMETHALIN,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,Grapes,SIMAZINE,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,"Misc. grain, hay, and forage",BIFENTHRIN,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,"Misc. grain, hay, and forage",CHLOROTHALONIL,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,Misc. truck crops,CHLOROTHALONIL,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,Misc. truck crops,CHLORPYRIFOS,0,0,0,0,167,167
Miller Creek-Frontal San Pablo Bay Estuaries,Misc. truck crops,PENDIMETHALIN,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,Misc. truck crops,SIMAZINE,0,0,0,0,0,0
Miller Creek-Frontal San Pablo Bay Estuaries,Olives,SIMAZINE,0,0,0,0,0,0
Miller Lake,Alfalfa and alfalfa mixtures,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Lake,Almonds,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Lake,Beans,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Lake,Bush berries,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Lake,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Lake,Fallow,CHLORPYRIFOS,0,460,0,0,525,525
Miller Lake,"Melons, squash, and cucumbers",CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Lake,Misc. agriculture,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Lake,Misc. deciduous,CHLORPYRIFOS,0,0,0,0,0,0
Miller Lake,Misc. field crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Lake,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miller Lake,Misc. truck crops,CHLORPYRIFOS,0,238,0,0,238,238
Milliken Creek,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Milliken Creek,Fallow,CHLORPYRIFOS,0,0,0,0,133,133
Milliken Creek,Fallow,DIMETHOATE,0,0,0,0,2,2
Milliken Creek,Grapes,CHLORANTRANILIPROLE,0,0,0,0,0,0
Milliken Creek,Grapes,CHLORPYRIFOS,0,286,0,0,286,286
Milliken Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Milliken Creek,Walnuts,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miners Ravine,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miners Ravine,Fallow,DINOTEFURAN,0,0,0,0,0,0
Miners Ravine,Fallow,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Miners Ravine,Fallow,MALATHION,0,0,0,0,0,0
Miners Ravine,Grapes,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Miners Ravine,Grapes,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miners Ravine,Grapes,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Miners Ravine,Grapes,MALATHION,0,0,0,0,0,0
Miners Ravine,Grapes,PENDIMETHALIN,0,0,0,0,0,0
Miners Ravine,Misc. deciduous,MALATHION,0,0,0,0,0,0
Miners Ravine,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Miners Ravine,Misc. truck crops,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Miners Ravine,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miners Ravine,Misc. truck crops,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Miners Ravine,Olives,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Miners Ravine,Olives,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Miners Ravine,Olives,MALATHION,0,0,0,0,0,0
Miners Ravine,Olives,PENDIMETHALIN,0,0,0,0,0,0
Miners Ravine,Pistachios,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Miners Ravine,Pistachios,CHLORANTRANILIPROLE,0,0,0,0,0,0
Miners Ravine,Pistachios,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Modesto Reservoir-Dry Creek,Alfalfa and alfalfa mixtures,DIMETHOATE,0,0,0,0,25,25
Modesto Reservoir-Dry Creek,Apples,CHLORPYRIFOS,0,248,0,0,248,248
Modesto Reservoir-Dry Creek,Bush berries,DIMETHOATE,0,0,0,0,1,1
Modesto Reservoir-Dry Creek,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,344,0,0,360,360
Modesto Reservoir-Dry Creek,Misc. agriculture,CHLORPYRIFOS,0,0,0,0,0,0
Modesto Reservoir-Dry Creek,Peaches and nectarines,CHLORPYRIFOS,0,168,0,0,168,168
Modesto Reservoir-Dry Creek,"Plums, prunes, or apricots",CHLORPYRIFOS,0,248,0,0,248,248
Modesto Reservoir-Dry Creek,"Plums, prunes, or apricots",DIMETHOATE,0,0,0,0,44,44
Modesto Reservoir-Dry Creek,Pomegranates,DIMETHOATE,0,0,0,0,1,1
Mosher Creek,Alfalfa and alfalfa mixtures,PENDIMETHALIN,0,0,0,0,0,0
Mosher Creek,Apples,PENDIMETHALIN,0,0,0,0,0,0
Mosher Creek,Beans,DIMETHOATE,0,0,0,0,1,1
Mosher Creek,Cherries,CHLORANTRANILIPROLE,0,0,0,0,0,0
Mosher Creek,Cherries,PENDIMETHALIN,0,0,0,0,0,0
Mosher Creek,"Corn, sorghum, and sudan",CARBARYL,0,0,0,0,0,0
Mosher Creek,"Corn, sorghum, and sudan",CHLORANTRANILIPROLE,0,0,0,0,0,0
Mosher Creek,"Corn, sorghum, and sudan",DIMETHOATE,0,0,0,0,7,7
Mosher Creek,"Corn, sorghum, and sudan",METRIBUZIN,0,0,0,0,0,0
Mosher Creek,"Corn, sorghum, and sudan",PENDIMETHALIN,0,0,0,0,0,0
Mosher Creek,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Mosher Creek,Fallow,CHLORPYRIFOS,0,0,0,0,0,0
Mosher Creek,Grapes,DIMETHOATE,0,0,0,0,0,0
Mosher Creek,Grapes,PENDIMETHALIN,0,0,0,0,0,0
Mosher Creek,Misc. agriculture,CARBARYL,0,5,0,0,0,5
Mosher Creek,Misc. agriculture,CHLORANTRANILIPROLE,0,0,0,0,0,0
Mosher Creek,Misc. agriculture,DIMETHOATE,0,0,0,0,31,31
Mosher Creek,Misc. agriculture,METRIBUZIN,0,0,0,0,0,0
Mosher Creek,Misc. agriculture,PENDIMETHALIN,0,0,0,0,0,0
Mosher Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Mosher Creek,"Misc. grain, hay, and forage",DIMETHOATE,0,0,0,0,0,0
Mosher Creek,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Mosher Creek,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
Mosher Creek,Misc. truck crops,CHLORPYRIFOS,0,1,0,0,132,132
Mosher Creek,Misc. truck crops,DIMETHOATE,0,0,0,0,31,31
Mosher Creek,Misc. truck crops,PENDIMETHALIN,0,0,0,0,0,0
Mosher Creek,"Plums, prunes, or apricots",PENDIMETHALIN,0,0,0,0,0,0
Mosher Creek,Wheat,PENDIMETHALIN,0,0,0,0,0,0
Mountain House Creek,Fallow,"2,4-D",0,0,0,0,0,0
Murphy Creek-Mokelumne River,Alfalfa and alfalfa mixtures,CHLORANTRANILIPROLE,0,0,0,0,0,0
Murphy Creek-Mokelumne River,Almonds,ATRAZINE,0,0,0,0,0,0
Murphy Creek-Mokelumne River,Almonds,CHLORPYRIFOS,0,0,0,0,0,0
Murphy Creek-Mokelumne River,"Corn, sorghum, and sudan",CHLORANTRANILIPROLE,0,0,0,0,0,0
Murphy Creek-Mokelumne River,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,2,0,0,148,148
Murphy Creek-Mokelumne River,"Corn, sorghum, and sudan",DIMETHOATE,0,0,0,0,0,0
Murphy Creek-Mokelumne River,Misc. agriculture,CHLORANTRANILIPROLE,0,0,0,0,0,0
Murphy Creek-Mokelumne River,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Murphy Creek-Mokelumne River,"Misc. grain, hay, and forage",CHLORPYRIFOS,0,1,0,0,132,132
Murphy Creek-Mokelumne River,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
Murphy Creek-Mokelumne River,Misc. truck crops,METRIBUZIN,0,0,0,0,0,0
Murphy Creek-Mokelumne River,Misc. truck crops,PHORATE,0,10,0,0,0,10
Murphy Creek-Mokelumne River,Olives,CHLORANTRANILIPROLE,0,0,0,0,0,0
Murphy Creek-Mokelumne River,Pomegranates,CHLORANTRANILIPROLE,0,0,0,0,0,0
Murphy Creek-Mokelumne River,Pomegranates,DIMETHOATE,0,0,0,0,27,27
Murphy Creek-Mokelumne River,Pomegranates,METRIBUZIN,0,0,0,1,0,1
Mustang Creek 666 Dam,Almonds,MALATHION,0,0,0,0,1,1
Mustang Creek 666 Dam,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,0,0,0,67,67
Mustang Creek 666 Dam,Fallow,MALATHION,0,1,0,0,2,2
Mustang Creek 666 Dam,"Melons, squash, and cucumbers",DIMETHOATE,0,0,0,0,0,0
Mustang Creek 666 Dam,"Melons, squash, and cucumbers",MALATHION,0,0,0,0,0,0
Mustang Creek 666 Dam,Misc. agriculture,CHLORPYRIFOS,0,231,0,0,266,266
Mustang Creek 666 Dam,"Misc. grain, hay, and forage",DIMETHOATE,0,0,0,0,15,15
Natomas Main Drainage Canal-Sacramento River,Alfalfa and alfalfa mixtures,CHLORPYRIFOS,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,"Corn, sorghum, and sudan",DIMETHOATE,0,0,0,0,1,1
Natomas Main Drainage Canal-Sacramento River,Misc. agriculture,PENDIMETHALIN,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Misc. deciduous,CHLORANTRANILIPROLE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Misc. deciduous,PENDIMETHALIN,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,"Misc. grain, hay, and forage",DIMETHOATE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Misc. truck crops,DIMETHOATE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Misc. truck crops,PENDIMETHALIN,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Misc. truck crops,SIMAZINE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Olives,PENDIMETHALIN,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Onions and garlic,CHLORANTRANILIPROLE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Onions and garlic,CHLORPYRIFOS,0,0,0,0,15,15
Natomas Main Drainage Canal-Sacramento River,Onions and garlic,DIMETHOATE,0,0,0,0,1,1
Natomas Main Drainage Canal-Sacramento River,Onions and garlic,PENDIMETHALIN,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Rice,CHLORANTRANILIPROLE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Safflower,CHLORANTRANILIPROLE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Strawberries,CHLORANTRANILIPROLE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Strawberries,DIMETHOATE,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Strawberries,PENDIMETHALIN,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Sunflowers,PENDIMETHALIN,0,0,0,0,0,0
Natomas Main Drainage Canal-Sacramento River,Wheat,DIMETHOATE,0,0,0,0,38,38
Natomas Main Drainage Canal-Sacramento River,Wheat,PENDIMETHALIN,0,0,0,0,0,0
North Fork Badger Creek,Alfalfa and alfalfa mixtures,CHLORPYRIFOS,0,0,0,0,0,0
North Fork Badger Creek,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,0,0,0,0,0
North Fork Badger Creek,Fallow,CHLORPYRIFOS,0,477,0,0,477,477
North Fork Badger Creek,Grapes,CHLORPYRIFOS,0,136,0,0,234,234
North Fork Badger Creek,"Misc. grain, hay, and forage",CHLORPYRIFOS,0,0,0,0,0,0
Novato Creek,Fallow,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Novato Creek,Grapes,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Novato Creek,"Misc. grain, hay, and forage","2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Novato Creek,"Misc. grain, hay, and forage",AZOXYSTROBIN,0,0,0,0,0,0
Novato Creek,"Misc. grain, hay, and forage",BIFENTHRIN,0,0,0,0,0,0
Novato Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Novato Creek,"Misc. grain, hay, and forage",DIFENOCONAZOLE,0,0,0,0,0,0
Novato Creek,"Misc. grain, hay, and forage",ESFENVALERATE,0,0,0,0,0,0
Novato Creek,"Misc. grain, hay, and forage",LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Novato Creek,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Novato Creek,"Misc. grain, hay, and forage",SIMAZINE,0,0,0,0,0,0
Novato Creek,Walnuts,AZOXYSTROBIN,0,0,0,0,0,0
Novato Creek,Walnuts,BETA-CYFLUTHRIN,0,0,0,0,0,0
Novato Creek,Walnuts,DIFENOCONAZOLE,0,0,0,0,0,0
Novato Creek,Walnuts,TEBUCONAZOLE,0,0,0,0,0,0
Novato Creek,Walnuts,TRIFLOXYSTROBIN,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,Apples,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,Beans,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,Beans,CHLORPYRIFOS,0,206,0,0,309,309
Oakwood Lake-San Joaquin River,Beans,DIMETHOATE,0,0,0,0,36,36
Oakwood Lake-San Joaquin River,"Corn, sorghum, and sudan",CARBARYL,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,"Corn, sorghum, and sudan",CHLORANTRANILIPROLE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,0,0,0,226,226
Oakwood Lake-San Joaquin River,"Corn, sorghum, and sudan",DIMETHOATE,0,0,0,0,4,4
Oakwood Lake-San Joaquin River,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,Fallow,DIMETHOATE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,"Flowers, nursery, and Christmas trees",CHLORANTRANILIPROLE,0,0,0,0,32,32
Oakwood Lake-San Joaquin River,Grapes,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,Grapes,DIMETHOATE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,"Melons, squash, and cucumbers",CHLORANTRANILIPROLE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,"Melons, squash, and cucumbers",DIMETHOATE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,Onions and garlic,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,Onions and garlic,CHLORPYRIFOS,0,171,0,0,171,171
Oakwood Lake-San Joaquin River,Onions and garlic,DIMETHOATE,0,0,0,0,19,19
Oakwood Lake-San Joaquin River,Strawberries,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,Strawberries,CHLORPYRIFOS,0,0,0,0,17,17
Oakwood Lake-San Joaquin River,Strawberries,DIMETHOATE,0,0,0,0,0,0
Oakwood Lake-San Joaquin River,Walnuts,CARBARYL,0,20,0,0,0,20
Oakwood Lake-San Joaquin River,Walnuts,CHLORANTRANILIPROLE,0,0,0,0,0,0
Orchard Creek,Alfalfa and alfalfa mixtures,CHLORANTRANILIPROLE,0,0,0,0,0,0
Orchard Creek,Alfalfa and alfalfa mixtures,CHLORPYRIFOS,0,19,0,0,177,177
Orchard Creek,Alfalfa and alfalfa mixtures,DIMETHOATE,0,0,0,0,10,10
Orchard Creek,Alfalfa and alfalfa mixtures,PENDIMETHALIN,0,0,0,0,0,0
Orchard Creek,"Misc. grain, hay, and forage",BIFENTHRIN,0,0,0,0,0,0
Orchard Creek,"Misc. grain, hay, and forage",CARBARYL,0,0,0,0,0,0
Orchard Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Orchard Creek,"Misc. grain, hay, and forage",METRIBUZIN,0,0,0,0,0,0
Orchard Creek,"Misc. grain, hay, and forage",TRIFLURALIN,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Almonds,PENDIMETHALIN,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Beans,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Beans,PENDIMETHALIN,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Cherries,PENDIMETHALIN,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Fallow,PENDIMETHALIN,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Greenhouse,PENDIMETHALIN,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Walnuts,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Walnuts,DIMETHOATE,0,0,0,0,24,24
Oso Creek-Orestimba Creek,Walnuts,METRIBUZIN,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Walnuts,PENDIMETHALIN,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Wheat,CHLORANTRANILIPROLE,0,0,0,0,0,0
Oso Creek-Orestimba Creek,Wheat,CHLORPYRIFOS,0,429,0,0,429,429
Oso Creek-Orestimba Creek,Wheat,DIMETHOATE,0,0,0,0,52,52
Oso Creek-Orestimba Creek,Wheat,PENDIMETHALIN,0,0,0,0,0,0
Paddy Creek,Alfalfa and alfalfa mixtures,CHLORANTRANILIPROLE,0,0,0,0,0,0
