hru,pesticide,C_max_pst_soil,M_pst_soil,C_max_pst_surf,M_pst_surf,C_max_pst_sussed,M_pst_sussed,C_max_pst_sed,RI_max_fish,RI_max_invertebrate_water,RI_max_plant_nonvascular,RI_max_plant_vascular,RI_max_invertebrate_sed,RI_max_net,Exceedance_Events_Water,Exceedance_Events_Sed
Alfalfa and alfalfa mixtures,DIMETHOATE,62.6994582968314,400.798070653207,79.1663178514853,3.44676039297334,0.110265380073891,0.0114074035285149,110.265380073891,0.00262140125336044,0.0395831589257427,0.000875733604551829,0.000854927838568956,61.3692386445623,61.4131738661845,0,2945
Alfalfa and alfalfa mixtures,DINOTEFURAN,1.37872234248796e-05,1.4796016874727e-05,5.61546134276712e-05,1.25159287195174e-07,2.48578249737655e-08,2.32266539046659e-11,2.48578249737655e-05,5.61546134276712e-10,5.79929912503059e-11,5.61546134276712e-10,5.10496485706101e-10,2.3397755594863e-06,2.34146714123181e-06,0,0
Alfalfa and alfalfa mixtures,DIURON,124.760043498232,3247.32208375102,18.5554709799385,2.22525036112386,0.199981688569021,0.144596616251387,199.981688569021,0.00276947328058784,0.00325534578595412,6.87239665923648,1.01396016283817,0,0,1636,0
Alfalfa and alfalfa mixtures,EPTC,26.7762467585259,21.7936082264678,17.6621349172326,0.0181481882342779,0.0219140290400962,0.000128352406840915,21.9140290400962,0.00126158106551662,0.00126158106551662,0.0032348232449144,0.00609039135076987,0,0,0,0
Alfalfa and alfalfa mixtures,FLONICAMID,0.00244378403225258,0.00815284427680352,0.110446865313247,9.26511052430236e-05,2.17809570108001e-06,1.27071662708933e-09,0.00217809570108001,1.10446865313247e-06,1.10446865313247e-06,1.10446865313247e-06,9.28124918598712e-07,5.52234326566234e-07,4.79376520456235e-06,0,0
Alfalfa and alfalfa mixtures,FLUBENDIAMIDE,8.54941305162475,366.375552125101,0.333018226113279,0.0945710914137103,0.0154282919122923,0.0199161724754876,15.4282919122923,0.00555030376855465,0.00555030376855465,0.004826351103091,0.00609923491049962,0.000280318372149225,0.0223065119228491,0,0
Alfalfa and alfalfa mixtures,FLUMIOXAZIN,140.318673776554,73.6889964328161,13.6905926427837,0.0306196774238107,0.16630714844821,0.00246434128403709,166.30714844821,0.005952431583819,0.00232043943098029,16.0687707074926,39.115978979382,0,0,54,0
Alfalfa and alfalfa mixtures,FLUPYRADIFURONE,10.9147415290222,31.3574394909906,4.47360080240612,0.105478455488964,0.0185556193693989,0.000409449489537775,18.5556193693989,6.34553305305833e-05,5.76494948763676e-05,4.47360080240612e-05,6.60797755156e-05,0,0,0,0
Alfalfa and alfalfa mixtures,GAMMA-CYHALOTHRIN,0.0988107398833949,0.102451997507481,0.000263538761082257,1.24924690027641e-06,0.000164199506118484,2.68330864586895e-07,0.164199506118484,0.00752967888806449,0.00585641691293905,9.24697407306166e-08,0.000518777088744601,0.000175692507388171,0.014080657866877,0,0
Alfalfa and alfalfa mixtures,GLUFOSINATE-AMMONIUM,1.26531813371325,0.170175207165395,0.401397145783209,0.000299991181878486,0.00155093726219564,1.23805102476902e-05,1.55093726219564,5.65348092652407e-07,6.00893930813187e-07,8.63219668350987e-06,0.00027305928284572,0,0,0,0
Alfalfa and alfalfa mixtures,"GLYPHOSATE, ISOPROPYLAMINE SALT",101.193948825339,500.907122270771,2.0290628792981,0.0483982174243933,0.204729373231873,0.0148979504671117,204.729373231873,2.02703584345464e-06,4.30798912802144e-06,2.78335100040891e-05,2.29531999920599e-05,0,0,0,0
Alfalfa and alfalfa mixtures,"GLYPHOSATE, POTASSIUM SALT",129.396450555089,1793.77959970619,57.7211373886753,1.23294057436378,0.179500583542797,0.0623021486807888,179.500583542797,0.000577211373886753,0.000577211373886753,0.00303795459940396,0.00481009478238961,0.00577211373886753,0.0147745858684346,0,0
Alfalfa and alfalfa mixtures,HEXAZINONE,66.7322685342463,1878.97074194193,265.881928012186,10.5241892183081,0.0976410822537902,0.0584267169845751,97.6410822537902,0.000830881025038081,0.0031280226824963,18.3366846904956,3.6928045557248,0,0,1370,0
Alfalfa and alfalfa mixtures,"IMAZAMOX, AMMONIUM SALT",1.76431655819374,11.1914433938664,23.1046023518574,0.128428363467562,0.00270443419048826,5.52467277822932e-05,2.70443419048826,0.000238191776823272,0.000231046023518574,0.000793972589410908,2.1004183956234,0,0,6,0
Alfalfa and alfalfa mixtures,IMIDACLOPRID,0.00114655387812144,0.00171822143935895,0.000674034124860706,4.54945205365048e-06,1.65134675562932e-06,1.07749106445735e-08,0.00165134675562932,8.12089307061092e-09,7.92981323365537e-09,6.74034124860706e-08,0,1.22551659065583e-05,0,0,0
Alfalfa and alfalfa mixtures,INDOXACARB,7.37140683745343,24.5655470938155,0.227984763779757,0.00446975179213294,0.0135639117139008,0.000337403738814461,13.5639117139008,0.00134108684576327,0.00134108684576327,0.0028858830858197,0.00271410433071139,0,0,0,0
Alfalfa and alfalfa mixtures,LAMBDA-CYHALOTHRIN,12.3187518354274,1226.06782102004,0.00452331459700478,0.00281293758973515,0.0195810823105802,0.0358054352130363,19.5810823105802,0.0215395933190704,0.0196665852043686,0.000904662919400956,0.0089041625925291,0.00301554306466985,0.0540305471000389,0,0
Alfalfa and alfalfa mixtures,LINDANE,0.0997228968239848,0.379714292052181,0.00703859539298919,0.000141792145335191,0.000146948147072943,2.51311466241004e-05,0.146948147072943,0.00242710185965144,4.39912212061824e-06,2.81543815719568e-06,0.000260688718258859,0.00017596488482473,0.00287097002301285,0,0
